ID,Country,Year,Series,Value
32,Argentina,2010,All staff compensation as % of total expenditure in public institutions (%),85.90
32,Argentina,2010,Capital expenditure as % of total expenditure in public institutions (%),4.20
32,Argentina,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.40
32,Argentina,2010,Expenditure by level of education: primary (as % of government expenditure),33.10
32,Argentina,2010,Expenditure by level of education: secondary (as % of government expenditure),39.70
32,Argentina,2010,Expenditure by level of education: tertiary (as % of government expenditure),19.90
32,Argentina,2010,Public expenditure on education (% of government expenditure),15.00
32,Argentina,2010,Public expenditure on education (% of GDP),5.00
32,Argentina,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),7.20
32,Argentina,2015,All staff compensation as % of total expenditure in public institutions (%),82.00
32,Argentina,2015,Capital expenditure as % of total expenditure in public institutions (%),10.80
32,Argentina,2015,Expenditure by level of education: pre-primary (as % of government expenditure),8.10
32,Argentina,2015,Expenditure by level of education: primary (as % of government expenditure),30.00
32,Argentina,2015,Expenditure by level of education: secondary (as % of government expenditure),41.30
32,Argentina,2015,Expenditure by level of education: tertiary (as % of government expenditure),20.50
32,Argentina,2015,Public expenditure on education (% of government expenditure),14.10
32,Argentina,2015,Public expenditure on education (% of GDP),5.90
51,Armenia,2005,Public expenditure on education (% of government expenditure),13.60
51,Armenia,2005,Public expenditure on education (% of GDP),2.70
51,Armenia,2009,Expenditure by level of education: pre-primary (as % of government expenditure),11.30
51,Armenia,2009,Expenditure by level of education: tertiary (as % of government expenditure),9.40
51,Armenia,2009,Public expenditure on education (% of government expenditure),13.50
51,Armenia,2009,Public expenditure on education (% of GDP),3.80
51,Armenia,2010,Expenditure by level of education: tertiary (as % of government expenditure),11.70
51,Armenia,2010,Public expenditure on education (% of government expenditure),12.40
51,Armenia,2010,Public expenditure on education (% of GDP),3.20
51,Armenia,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),8.20
51,Armenia,2016,All staff compensation as % of total expenditure in public institutions (%),82.50
51,Armenia,2016,Capital expenditure as % of total expenditure in public institutions (%),9.30
51,Armenia,2016,Expenditure by level of education: pre-primary (as % of government expenditure),11.90
51,Armenia,2016,Expenditure by level of education: primary (as % of government expenditure),20.70
51,Armenia,2016,Expenditure by level of education: secondary (as % of government expenditure),51.10
51,Armenia,2016,Expenditure by level of education: tertiary (as % of government expenditure),13.20
51,Armenia,2016,Public expenditure on education (% of government expenditure),10.20
51,Armenia,2016,Public expenditure on education (% of GDP),2.80
533,Aruba,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.10
533,Aruba,2005,All staff compensation as % of total expenditure in public institutions (%),90.70
533,Aruba,2005,Capital expenditure as % of total expenditure in public institutions (%),3.20
533,Aruba,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.80
533,Aruba,2005,Expenditure by level of education: primary (as % of government expenditure),26.70
533,Aruba,2005,Expenditure by level of education: secondary (as % of government expenditure),26.80
533,Aruba,2005,Expenditure by level of education: tertiary (as % of government expenditure),11.50
533,Aruba,2005,Public expenditure on education (% of government expenditure),18.90
533,Aruba,2005,Public expenditure on education (% of GDP),4.70
533,Aruba,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),5.70
533,Aruba,2009,All staff compensation as % of total expenditure in public institutions (%),87.00
533,Aruba,2009,Public expenditure on education (% of government expenditure),21.50
533,Aruba,2009,Public expenditure on education (% of GDP),5.90
533,Aruba,2010,Public expenditure on education (% of government expenditure),22.10
533,Aruba,2010,Public expenditure on education (% of GDP),6.70
533,Aruba,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.90
533,Aruba,2015,All staff compensation as % of total expenditure in public institutions (%),93.10
533,Aruba,2015,Expenditure by level of education: pre-primary (as % of government expenditure),5.20
533,Aruba,2015,Expenditure by level of education: primary (as % of government expenditure),23.80
533,Aruba,2015,Expenditure by level of education: secondary (as % of government expenditure),30.70
533,Aruba,2015,Expenditure by level of education: tertiary (as % of government expenditure),25.10
533,Aruba,2015,Public expenditure on education (% of government expenditure),22.90
533,Aruba,2015,Public expenditure on education (% of GDP),6.50
36,Australia,2000,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.70
36,Australia,2000,All staff compensation as % of total expenditure in public institutions (%),68.30
36,Australia,2000,Capital expenditure as % of total expenditure in public institutions (%),7.00
36,Australia,2000,Expenditure by level of education: pre-primary (as % of government expenditure),1.20
36,Australia,2000,Expenditure by level of education: primary (as % of government expenditure),34.10
36,Australia,2000,Expenditure by level of education: secondary (as % of government expenditure),38.60
36,Australia,2000,Expenditure by level of education: tertiary (as % of government expenditure),23.40
36,Australia,2000,Public expenditure on education (% of government expenditure),13.40
36,Australia,2000,Public expenditure on education (% of GDP),4.90
36,Australia,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.00
36,Australia,2005,Expenditure by level of education: primary (as % of government expenditure),34.60
36,Australia,2005,Expenditure by level of education: secondary (as % of government expenditure),39.70
36,Australia,2005,Expenditure by level of education: tertiary (as % of government expenditure),22.20
36,Australia,2005,Public expenditure on education (% of government expenditure),13.60
36,Australia,2005,Public expenditure on education (% of GDP),4.90
36,Australia,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.20
36,Australia,2010,Expenditure by level of education: primary (as % of government expenditure),36.80
36,Australia,2010,Expenditure by level of education: secondary (as % of government expenditure),36.80
36,Australia,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.30
36,Australia,2010,Public expenditure on education (% of government expenditure),14.30
36,Australia,2010,Public expenditure on education (% of GDP),5.60
36,Australia,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),27.00
36,Australia,2014,All staff compensation as % of total expenditure in public institutions (%),64.60
36,Australia,2014,Capital expenditure as % of total expenditure in public institutions (%),8.40
36,Australia,2014,Expenditure by level of education: pre-primary (as % of government expenditure),2.90
36,Australia,2014,Expenditure by level of education: primary (as % of government expenditure),32.60
36,Australia,2014,Expenditure by level of education: secondary (as % of government expenditure),32.40
36,Australia,2014,Expenditure by level of education: tertiary (as % of government expenditure),26.50
36,Australia,2014,Public expenditure on education (% of government expenditure),13.90
36,Australia,2014,Public expenditure on education (% of GDP),5.20
40,Austria,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.20
40,Austria,2005,All staff compensation as % of total expenditure in public institutions (%),72.10
40,Austria,2005,Capital expenditure as % of total expenditure in public institutions (%),4.70
40,Austria,2005,Expenditure by level of education: pre-primary (as % of government expenditure),7.40
40,Austria,2005,Expenditure by level of education: primary (as % of government expenditure),19.00
40,Austria,2005,Expenditure by level of education: secondary (as % of government expenditure),45.90
40,Austria,2005,Expenditure by level of education: tertiary (as % of government expenditure),27.30
40,Austria,2005,Public expenditure on education (% of government expenditure),10.30
40,Austria,2005,Public expenditure on education (% of GDP),5.20
40,Austria,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.90
40,Austria,2010,All staff compensation as % of total expenditure in public institutions (%),70.20
40,Austria,2010,Capital expenditure as % of total expenditure in public institutions (%),4.90
40,Austria,2010,Expenditure by level of education: pre-primary (as % of government expenditure),10.30
40,Austria,2010,Expenditure by level of education: primary (as % of government expenditure),17.10
40,Austria,2010,Expenditure by level of education: secondary (as % of government expenditure),44.40
40,Austria,2010,Expenditure by level of education: tertiary (as % of government expenditure),27.70
40,Austria,2010,Public expenditure on education (% of government expenditure),10.80
40,Austria,2010,Public expenditure on education (% of GDP),5.70
40,Austria,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.20
40,Austria,2014,All staff compensation as % of total expenditure in public institutions (%),68.90
40,Austria,2014,Capital expenditure as % of total expenditure in public institutions (%),5.00
40,Austria,2014,Expenditure by level of education: pre-primary (as % of government expenditure),8.80
40,Austria,2014,Expenditure by level of education: primary (as % of government expenditure),16.30
40,Austria,2014,Expenditure by level of education: secondary (as % of government expenditure),40.40
40,Austria,2014,Expenditure by level of education: tertiary (as % of government expenditure),32.50
40,Austria,2014,Public expenditure on education (% of government expenditure),10.40
40,Austria,2014,Public expenditure on education (% of GDP),5.40
31,Azerbaijan,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),31.60
31,Azerbaijan,2005,All staff compensation as % of total expenditure in public institutions (%),66.80
31,Azerbaijan,2005,Capital expenditure as % of total expenditure in public institutions (%),1.60
31,Azerbaijan,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.90
31,Azerbaijan,2005,Expenditure by level of education: tertiary (as % of government expenditure),6.90
31,Azerbaijan,2005,Public expenditure on education (% of government expenditure),13.20
31,Azerbaijan,2005,Public expenditure on education (% of GDP),3.00
31,Azerbaijan,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),32.60
31,Azerbaijan,2010,All staff compensation as % of total expenditure in public institutions (%),64.80
31,Azerbaijan,2010,Capital expenditure as % of total expenditure in public institutions (%),2.50
31,Azerbaijan,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.10
31,Azerbaijan,2010,Expenditure by level of education: tertiary (as % of government expenditure),14.00
31,Azerbaijan,2010,Public expenditure on education (% of government expenditure),8.70
31,Azerbaijan,2010,Public expenditure on education (% of GDP),2.80
31,Azerbaijan,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),45.90
31,Azerbaijan,2015,All staff compensation as % of total expenditure in public institutions (%),52.00
31,Azerbaijan,2015,Capital expenditure as % of total expenditure in public institutions (%),2.20
31,Azerbaijan,2015,Expenditure by level of education: pre-primary (as % of government expenditure),9.50
31,Azerbaijan,2015,Expenditure by level of education: secondary (as % of government expenditure),55.70
31,Azerbaijan,2015,Expenditure by level of education: tertiary (as % of government expenditure),12.80
31,Azerbaijan,2015,Public expenditure on education (% of government expenditure),7.60
31,Azerbaijan,2015,Public expenditure on education (% of GDP),3.00
44,Bahamas,2000,Public expenditure on education (% of government expenditure),18.90
44,Bahamas,2000,Public expenditure on education (% of GDP),2.90
48,Bahrain,2008,Public expenditure on education (% of government expenditure),10.60
48,Bahrain,2008,Public expenditure on education (% of GDP),2.50
48,Bahrain,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.80
48,Bahrain,2012,All staff compensation as % of total expenditure in public institutions (%),82.30
48,Bahrain,2012,Capital expenditure as % of total expenditure in public institutions (%),3.80
48,Bahrain,2012,Public expenditure on education (% of government expenditure),8.30
48,Bahrain,2012,Public expenditure on education (% of GDP),2.60
48,Bahrain,2013,Expenditure by level of education: primary (as % of government expenditure),32.10
48,Bahrain,2013,Expenditure by level of education: secondary (as % of government expenditure),43.40
48,Bahrain,2013,Expenditure by level of education: tertiary (as % of government expenditure),24.40
48,Bahrain,2013,Public expenditure on education (% of government expenditure),7.20
48,Bahrain,2013,Public expenditure on education (% of GDP),2.50
48,Bahrain,2015,Expenditure by level of education: primary (as % of government expenditure),33.00
48,Bahrain,2015,Expenditure by level of education: secondary (as % of government expenditure),44.20
48,Bahrain,2015,Public expenditure on education (% of government expenditure),7.30
48,Bahrain,2015,Public expenditure on education (% of GDP),2.70
48,Bahrain,2016,Public expenditure on education (% of government expenditure),7.60
48,Bahrain,2016,Public expenditure on education (% of GDP),2.70
50,Bangladesh,2004,Expenditure by level of education: primary (as % of government expenditure),40.00
50,Bangladesh,2004,Expenditure by level of education: secondary (as % of government expenditure),48.50
50,Bangladesh,2004,Expenditure by level of education: tertiary (as % of government expenditure),11.50
50,Bangladesh,2004,Public expenditure on education (% of government expenditure),16.00
50,Bangladesh,2004,Public expenditure on education (% of GDP),1.90
50,Bangladesh,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.20
50,Bangladesh,2009,All staff compensation as % of total expenditure in public institutions (%),59.80
50,Bangladesh,2009,Capital expenditure as % of total expenditure in public institutions (%),19.00
50,Bangladesh,2009,Expenditure by level of education: primary (as % of government expenditure),44.70
50,Bangladesh,2009,Expenditure by level of education: secondary (as % of government expenditure),40.20
50,Bangladesh,2009,Expenditure by level of education: tertiary (as % of government expenditure),13.50
50,Bangladesh,2009,Public expenditure on education (% of government expenditure),14.00
50,Bangladesh,2009,Public expenditure on education (% of GDP),1.90
50,Bangladesh,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),4.30
50,Bangladesh,2012,All staff compensation as % of total expenditure in public institutions (%),95.20
50,Bangladesh,2012,Capital expenditure as % of total expenditure in public institutions (%),0.50
50,Bangladesh,2012,Expenditure by level of education: primary (as % of government expenditure),44.60
50,Bangladesh,2012,Expenditure by level of education: secondary (as % of government expenditure),39.10
50,Bangladesh,2012,Expenditure by level of education: tertiary (as % of government expenditure),14.70
50,Bangladesh,2012,Public expenditure on education (% of government expenditure),15.60
50,Bangladesh,2012,Public expenditure on education (% of GDP),2.20
50,Bangladesh,2016,Expenditure by level of education: primary (as % of government expenditure),43.00
50,Bangladesh,2016,Expenditure by level of education: secondary (as % of government expenditure),38.20
50,Bangladesh,2016,Expenditure by level of education: tertiary (as % of government expenditure),16.90
50,Bangladesh,2016,Public expenditure on education (% of government expenditure),18.10
50,Bangladesh,2016,Public expenditure on education (% of GDP),2.50
52,Barbados,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),16.20
52,Barbados,2005,All staff compensation as % of total expenditure in public institutions (%),79.90
52,Barbados,2005,Capital expenditure as % of total expenditure in public institutions (%),4.00
52,Barbados,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.30
52,Barbados,2005,Expenditure by level of education: primary (as % of government expenditure),27.90
52,Barbados,2005,Expenditure by level of education: secondary (as % of government expenditure),31.70
52,Barbados,2005,Expenditure by level of education: tertiary (as % of government expenditure),31.60
52,Barbados,2005,Public expenditure on education (% of government expenditure),19.10
52,Barbados,2005,Public expenditure on education (% of GDP),5.60
52,Barbados,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),14.50
52,Barbados,2008,All staff compensation as % of total expenditure in public institutions (%),78.60
52,Barbados,2008,Capital expenditure as % of total expenditure in public institutions (%),6.90
52,Barbados,2008,Expenditure by level of education: pre-primary (as % of government expenditure),0.40
52,Barbados,2008,Expenditure by level of education: primary (as % of government expenditure),36.90
52,Barbados,2008,Expenditure by level of education: secondary (as % of government expenditure),29.40
52,Barbados,2008,Expenditure by level of education: tertiary (as % of government expenditure),30.10
52,Barbados,2008,Public expenditure on education (% of government expenditure),15.60
52,Barbados,2008,Public expenditure on education (% of GDP),5.10
52,Barbados,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),10.50
52,Barbados,2010,All staff compensation as % of total expenditure in public institutions (%),83.40
52,Barbados,2010,Capital expenditure as % of total expenditure in public institutions (%),6.20
52,Barbados,2010,Expenditure by level of education: secondary (as % of government expenditure),29.60
52,Barbados,2010,Expenditure by level of education: tertiary (as % of government expenditure),32.50
52,Barbados,2010,Public expenditure on education (% of government expenditure),18.10
52,Barbados,2010,Public expenditure on education (% of GDP),6.10
52,Barbados,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),50.50
52,Barbados,2016,All staff compensation as % of total expenditure in public institutions (%),45.30
52,Barbados,2016,Capital expenditure as % of total expenditure in public institutions (%),4.20
52,Barbados,2016,Expenditure by level of education: primary (as % of government expenditure),29.60
52,Barbados,2016,Expenditure by level of education: secondary (as % of government expenditure),39.30
52,Barbados,2016,Expenditure by level of education: tertiary (as % of government expenditure),31.10
52,Barbados,2016,Public expenditure on education (% of government expenditure),14.40
52,Barbados,2016,Public expenditure on education (% of GDP),5.10
112,Belarus,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),30.10
112,Belarus,2005,All staff compensation as % of total expenditure in public institutions (%),65.20
112,Belarus,2005,Capital expenditure as % of total expenditure in public institutions (%),4.80
112,Belarus,2005,Expenditure by level of education: pre-primary (as % of government expenditure),17.40
112,Belarus,2005,Expenditure by level of education: tertiary (as % of government expenditure),25.50
112,Belarus,2005,Public expenditure on education (% of government expenditure),12.60
112,Belarus,2005,Public expenditure on education (% of GDP),5.90
112,Belarus,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.50
112,Belarus,2010,All staff compensation as % of total expenditure in public institutions (%),62.60
112,Belarus,2010,Capital expenditure as % of total expenditure in public institutions (%),10.90
112,Belarus,2010,Expenditure by level of education: pre-primary (as % of government expenditure),19.00
112,Belarus,2010,Expenditure by level of education: tertiary (as % of government expenditure),17.10
112,Belarus,2010,Public expenditure on education (% of government expenditure),11.80
112,Belarus,2010,Public expenditure on education (% of GDP),5.20
112,Belarus,2011,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.80
112,Belarus,2011,All staff compensation as % of total expenditure in public institutions (%),65.40
112,Belarus,2011,Capital expenditure as % of total expenditure in public institutions (%),7.80
112,Belarus,2011,Expenditure by level of education: pre-primary (as % of government expenditure),21.00
112,Belarus,2011,Expenditure by level of education: tertiary (as % of government expenditure),17.30
112,Belarus,2011,Public expenditure on education (% of government expenditure),11.60
112,Belarus,2011,Public expenditure on education (% of GDP),4.70
112,Belarus,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),28.60
112,Belarus,2016,All staff compensation as % of total expenditure in public institutions (%),67.50
112,Belarus,2016,Capital expenditure as % of total expenditure in public institutions (%),4.00
112,Belarus,2016,Expenditure by level of education: tertiary (as % of government expenditure),16.10
112,Belarus,2016,Public expenditure on education (% of government expenditure),10.80
112,Belarus,2016,Public expenditure on education (% of GDP),5.00
112,Belarus,2017,Expenditure by level of education: secondary (as % of government expenditure),50.20
112,Belarus,2017,Expenditure by level of education: tertiary (as % of government expenditure),17.00
56,Belgium,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.70
56,Belgium,2005,All staff compensation as % of total expenditure in public institutions (%),85.50
56,Belgium,2005,Capital expenditure as % of total expenditure in public institutions (%),2.80
56,Belgium,2005,Expenditure by level of education: pre-primary (as % of government expenditure),9.60
56,Belgium,2005,Expenditure by level of education: primary (as % of government expenditure),23.60
56,Belgium,2005,Expenditure by level of education: secondary (as % of government expenditure),43.10
56,Belgium,2005,Expenditure by level of education: tertiary (as % of government expenditure),21.70
56,Belgium,2005,Public expenditure on education (% of government expenditure),11.20
56,Belgium,2005,Public expenditure on education (% of GDP),5.80
56,Belgium,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.90
56,Belgium,2010,All staff compensation as % of total expenditure in public institutions (%),84.30
56,Belgium,2010,Capital expenditure as % of total expenditure in public institutions (%),3.80
56,Belgium,2010,Expenditure by level of education: pre-primary (as % of government expenditure),9.50
56,Belgium,2010,Expenditure by level of education: primary (as % of government expenditure),23.50
56,Belgium,2010,Expenditure by level of education: secondary (as % of government expenditure),42.50
56,Belgium,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.20
56,Belgium,2010,Public expenditure on education (% of government expenditure),12.00
56,Belgium,2010,Public expenditure on education (% of GDP),6.40
56,Belgium,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.70
56,Belgium,2014,All staff compensation as % of total expenditure in public institutions (%),81.50
56,Belgium,2014,Capital expenditure as % of total expenditure in public institutions (%),4.80
56,Belgium,2014,Expenditure by level of education: pre-primary (as % of government expenditure),10.70
56,Belgium,2014,Expenditure by level of education: primary (as % of government expenditure),23.20
